真=polar:1, frequency:465
聪颖=polar:1, frequency:1
聪慧=polar:1, frequency:1
聒噪=polar:-1, frequency:1
耐穿=polar:1, frequency:1
耐用=polar:1, frequency:1
翻天覆地=polar:1, frequency:1
美满=polar:1, frequency:1
缥缈=polar:-1, frequency:1
缜密=polar:1, frequency:1
绚烂=polar:1, frequency:1
细嫩=polar:1, frequency:1
纯真=polar:1, frequency:1
纯熟=polar:1, frequency:1
纯洁=polar:1, frequency:1
纯朴=polar:1, frequency:1
繁重=polar:-1, frequency:1
繁盛=polar:1, frequency:1
繁琐=polar:-1, frequency:1
繁杂=polar:-1, frequency:1
紧要=polar:1, frequency:1
紧巴=polar:-1, frequency:1
素洁=polar:1, frequency:1
糟心=polar:-1, frequency:1
精细=polar:1, frequency:1
精巧=polar:1, frequency:1
精妙=polar:1, frequency:1
粗鲁=polar:-1, frequency:1
粗制滥造=polar:-1, frequency:1
简练=polar:1, frequency:1
简洁=polar:1, frequency:1
稳妥=polar:1, frequency:1
稀有=polar:1, frequency:1
称职=polar:1, frequency:1
福气=polar:1, frequency:1
祥瑞=polar:1, frequency:1
祥和=polar:1, frequency:1
神速=polar:1, frequency:1
碍事=polar:1, frequency:1
确切=polar:1, frequency:1
破碎=polar:-1, frequency:1
破旧=polar:-1, frequency:1
短视=polar:-1, frequency:1
短促=polar:-1, frequency:1
矍铄=polar:1, frequency:1
眼花缭乱=polar:1, frequency:1
眉清目秀=polar:1, frequency:1
相宜=polar:1, frequency:1
直率=polar:1, frequency:1
直爽=polar:1, frequency:1
直=polar:1, frequency:1
瘦弱=polar:-1, frequency:1
疏=polar:-1, frequency:1
畅通=polar:1, frequency:1
用力=polar:-1, frequency:1
生硬=polar:-1, frequency:1
狰狞=polar:-1, frequency:1
狡黠=polar:-1, frequency:1
狡诈=polar:-1, frequency:1
狡猾=polar:-1, frequency:1
狠毒=polar:-1, frequency:1
狠心=polar:-1, frequency:1
狂躁=polar:-1, frequency:1
狂妄=polar:-1, frequency:1
特出=polar:1, frequency:1
片面=polar:-1, frequency:1
熹微=polar:-1, frequency:1
熠熠生辉=polar:1, frequency:1
熟稔=polar:1, frequency:1
焦灼=polar:-1, frequency:1
热火=polar:1, frequency:1
烦忧=polar:-1, frequency:1
烦人=polar:-1, frequency:1
炫目=polar:1, frequency:1
灿=polar:1, frequency:1
灵验=polar:1, frequency:1
灵光=polar:1, frequency:1
灰心=polar:-1, frequency:1
潦草=polar:-1, frequency:1
滥=polar:-1, frequency:1
滑腻=polar:1, frequency:1
滑稽=polar:1, frequency:1
渺=polar:-1, frequency:1
温婉=polar:1, frequency:1
清高=polar:-1, frequency:1
清静=polar:1, frequency:1
清脆=polar:1, frequency:1
清淡=polar:1, frequency:1
清亮=polar:1, frequency:1
混沌=polar:-1, frequency:1
深奥=polar:1, frequency:1
深切=polar:1, frequency:1
淫秽=polar:-1, frequency:1
淡雅=polar:1, frequency:1
淡漠=polar:-1, frequency:1
浩浩荡荡=polar:1, frequency:1
浓郁=polar:1, frequency:1
浑厚=polar:1, frequency:1
浅薄=polar:-1, frequency:1
没劲=polar:-1, frequency:1
沉闷=polar:-1, frequency:1
沉着=polar:1, frequency:1
沉痛=polar:-1, frequency:1
汹涌=polar:1, frequency:1
水泄不通=polar:-1, frequency:1
气馁=polar:-1, frequency:1
气势汹汹=polar:-1, frequency:1
欣喜=polar:1, frequency:1
欢愉=polar:1, frequency:1
欢娱=polar:1, frequency:1
模糊不清=polar:-1, frequency:1
棘手=polar:-1, frequency:1
梗直=polar:1, frequency:1
柔顺=polar:1, frequency:1
柔弱=polar:-1, frequency:1
柔嫩=polar:1, frequency:1
柔和=polar:1, frequency:1
枯=polar:-1, frequency:1
朴素=polar:1, frequency:1
有钱=polar:1, frequency:1
有血有肉=polar:1, frequency:1
有滋有味=polar:1, frequency:1
有条不紊=polar:1, frequency:1
有愧=polar:-1, frequency:1
曼妙=polar:1, frequency:1
暗淡=polar:-1, frequency:1
暖和=polar:1, frequency:1
晶莹=polar:1, frequency:1
晴朗=polar:1, frequency:1
晕头转向=polar:-1, frequency:1
昭=polar:1, frequency:1
明细=polar:1, frequency:1
明朗=polar:1, frequency:1
明快=polar:1, frequency:1
明媚=polar:1, frequency:1
时髦=polar:1, frequency:1
无理=polar:-1, frequency:1
无微不至=polar:1, frequency:1
无地自容=polar:-1, frequency:1
新颖=polar:1, frequency:1
散漫=polar:-1, frequency:1
放荡=polar:-1, frequency:1
摩登=polar:1, frequency:1
招摇=polar:-1, frequency:1
拗口=polar:-1, frequency:1
抢眼=polar:1, frequency:1
扎实=polar:1, frequency:1
手舞足蹈=polar:1, frequency:1
懂行=polar:1, frequency:1
慨=polar:1, frequency:1
慌忙=polar:-1, frequency:1
慌张=polar:-1, frequency:1
慈祥=polar:1, frequency:1
慈爱=polar:1, frequency:1
惰=polar:-1, frequency:1
惨重=polar:-1, frequency:1
情急=polar:-1, frequency:1
悲苦=polar:-1, frequency:1
悲恸=polar:-1, frequency:1
悲壮=polar:1, frequency:1
悲凉=polar:-1, frequency:1
悦耳=polar:1, frequency:1
悠扬=polar:1, frequency:1
恻=polar:-1, frequency:1
恳切=polar:1, frequency:1
恰到好处=polar:1, frequency:1
恬静=polar:1, frequency:1
恢宏=polar:1, frequency:1
性急=polar:-1, frequency:1
急躁=polar:-1, frequency:1
怠惰=polar:-1, frequency:1
怅惘=polar:-1, frequency:1
心花怒放=polar:1, frequency:1
心慌=polar:-1, frequency:1
心惊胆战=polar:-1, frequency:1
心急火燎=polar:-1, frequency:1
心切=polar:-1, frequency:1
得当=polar:1, frequency:1
强硬=polar:1, frequency:1
强劲=polar:1, frequency:1
张狂=polar:-1, frequency:1
开阔=polar:1, frequency:1
开窍=polar:1, frequency:1
开朗=polar:1, frequency:1
开化=polar:1, frequency:1
庸俗=polar:-1, frequency:1
庄严=polar:1, frequency:1
广阔=polar:1, frequency:1
幽雅=polar:1, frequency:1
幽暗=polar:-1, frequency:1
幸甚=polar:1, frequency:1
平稳=polar:1, frequency:1
干瘪=polar:-1, frequency:1
干燥=polar:-1, frequency:1
干净利落=polar:1, frequency:1
尽心=polar:1, frequency:1
小气=polar:-1, frequency:1
小巧玲珑=polar:1, frequency:1
封建=polar:-1, frequency:1
对称=polar:1, frequency:1
寡=polar:-1, frequency:1
寒酸=polar:-1, frequency:1
富足=polar:1, frequency:1
富裕=polar:1, frequency:1
富强=polar:1, frequency:1
宽松=polar:1, frequency:1
宽心=polar:1, frequency:1
害臊=polar:-1, frequency:1
审慎=polar:1, frequency:1
宜人=polar:1, frequency:1
完好=polar:1, frequency:1
安谧=polar:1, frequency:1
安详=polar:1, frequency:1
安康=polar:1, frequency:1
安分=polar:1, frequency:1
守旧=polar:-1, frequency:1
守信=polar:1, frequency:1
孤苦=polar:-1, frequency:1
孤寂=polar:-1, frequency:1
孤傲=polar:-1, frequency:1
嬉皮笑脸=polar:-1, frequency:1
娴熟=polar:1, frequency:1
娇羞=polar:-1, frequency:1
娇嫩=polar:-1, frequency:1
委婉=polar:1, frequency:1
妩媚=polar:1, frequency:1
妥当=polar:1, frequency:1
妥善=polar:1, frequency:1
如痴如醉=polar:1, frequency:1
好强=polar:1, frequency:1
奥妙=polar:1, frequency:1
头头是道=polar:1, frequency:1
失意=polar:-1, frequency:1
天衣无缝=polar:1, frequency:1
天翻地覆=polar:1, frequency:1
大意=polar:-1, frequency:1
大名鼎鼎=polar:1, frequency:1
多情=polar:1, frequency:1
外向=polar:1, frequency:1
壮实=polar:1, frequency:1
坦诚=polar:1, frequency:1
坦率=polar:1, frequency:1
坚毅=polar:1, frequency:1
坚忍=polar:1, frequency:1
坚实=polar:1, frequency:1
均衡=polar:1, frequency:1
圆滑=polar:-1, frequency:1
困顿=polar:-1, frequency:1
困苦=polar:-1, frequency:1
困乏=polar:-1, frequency:1
嘶哑=polar:-1, frequency:1
喜人=polar:1, frequency:1
哀愁=polar:-1, frequency:1
和睦=polar:1, frequency:1
含糊=polar:-1, frequency:1
名闻遐迩=polar:1, frequency:1
名贵=polar:1, frequency:1
合算=polar:1, frequency:1
可行=polar:1, frequency:1
可恨=polar:-1, frequency:1
古朴=polar:1, frequency:1
厚重=polar:1, frequency:1
厚实=polar:1, frequency:1
厉=polar:-1, frequency:1
单薄=polar:-1, frequency:1
单一=polar:1, frequency:1
匆忙=polar:-1, frequency:1
勇猛=polar:1, frequency:1
勃勃生机=polar:1, frequency:1
势利=polar:-1, frequency:1
动荡=polar:-1, frequency:1
劣=polar:-1, frequency:1
刻板=polar:-1, frequency:1
刺眼=polar:-1, frequency:1
别致=polar:1, frequency:1
别扭=polar:-1, frequency:1
利索=polar:1, frequency:1
切实=polar:1, frequency:1
凶狠=polar:-1, frequency:1
凶恶=polar:-1, frequency:1
凉爽=polar:1, frequency:1
凉快=polar:1, frequency:1
凄=polar:-1, frequency:1
冷清=polar:-1, frequency:1
内向=polar:1, frequency:1
兴盛=polar:1, frequency:1
兴旺=polar:1, frequency:1
光彩照人=polar:1, frequency:1
光彩=polar:1, frequency:1
充裕=polar:1, frequency:1
充沛=polar:1, frequency:1
僻静=polar:-1, frequency:1
健谈=polar:1, frequency:1
健硕=polar:1, frequency:1
值钱=polar:1, frequency:1
俗气=polar:-1, frequency:1
便捷=polar:1, frequency:1
侠义=polar:1, frequency:1
低迷=polar:-1, frequency:1
传神=polar:1, frequency:1
优异=polar:1, frequency:1
仁慈=polar:1, frequency:1
亮丽=polar:1, frequency:1
争气=polar:1, frequency:1
了然=polar:1, frequency:1
中肯=polar:1, frequency:1
严寒=polar:-1, frequency:1
不道德=polar:-1, frequency:1
不赖=polar:1, frequency:1
不耐烦=polar:-1, frequency:1
不端=polar:-1, frequency:1
不省人事=polar:-1, frequency:1
不济=polar:-1, frequency:1
不好过=polar:-1, frequency:1
不大不小=polar:1, frequency:1
不可收拾=polar:-1, frequency:1
不可或缺=polar:1, frequency:1
上进=polar:1, frequency:1
上口=polar:1, frequency:1
一贫如洗=polar:-1, frequency:1
一败涂地=polar:-1, frequency:1
一往无前=polar:1, frequency:1
