朋友=polar:1, frequency:375
芳龄=polar:1, frequency:1
芳香=polar:1, frequency:1
花魁=polar:1, frequency:1
芬芳=polar:1, frequency:1
色情=polar:-1, frequency:1
良药=polar:1, frequency:1
良缘=polar:1, frequency:1
良方=polar:1, frequency:1
舒爽=polar:1, frequency:1
至尊=polar:1, frequency:1
至宝=polar:1, frequency:1
自由主义=polar:1, frequency:1
腐蚀性=polar:-1, frequency:1
能人=polar:1, frequency:1
胜景=polar:1, frequency:1
胜地=polar:1, frequency:1
职责=polar:1, frequency:1
耿=polar:1, frequency:1
老生常谈=polar:-1, frequency:1
老年=polar:-1, frequency:1
老巢=polar:-1, frequency:1
老前辈=polar:1, frequency:1
翻版=polar:-1, frequency:1
美称=polar:1, frequency:1
羁绊=polar:-1, frequency:1
罪过=polar:-1, frequency:1
缺憾=polar:-1, frequency:1
绝招=polar:1, frequency:1
绝唱=polar:1, frequency:1
纷争=polar:-1, frequency:1
纪念册=polar:1, frequency:1
红利=polar:1, frequency:1
糟粕=polar:-1, frequency:1
糜=polar:-1, frequency:1
笑柄=polar:-1, frequency:1
童真=polar:1, frequency:1
窑子=polar:-1, frequency:1
空腹=polar:-1, frequency:1
秋色=polar:1, frequency:1
秃头=polar:-1, frequency:1
私货=polar:-1, frequency:1
福音=polar:1, frequency:1
福地=polar:1, frequency:1
禀赋=polar:1, frequency:1
祥=polar:1, frequency:1
神经质=polar:-1, frequency:1
礼遇=polar:1, frequency:1
硬汉=polar:1, frequency:1
破铜烂铁=polar:-1, frequency:1
破坏性=polar:-1, frequency:1
知音=polar:1, frequency:1
真谛=polar:1, frequency:1
真传=polar:1, frequency:1
盛装=polar:1, frequency:1
盛会=polar:1, frequency:1
皮囊=polar:-1, frequency:1
皓=polar:1, frequency:1
皎白=polar:1, frequency:1
白痴=polar:-1, frequency:1
病句=polar:-1, frequency:1
疯人=polar:-1, frequency:1
疙瘩=polar:-1, frequency:1
疑心病=polar:-1, frequency:1
畸形=polar:-1, frequency:1
生机=polar:1, frequency:1
甜头=polar:1, frequency:1
瑕疵=polar:-1, frequency:1
琦=polar:1, frequency:1
玮=polar:1, frequency:1
献礼=polar:1, frequency:1
猫腻=polar:-1, frequency:1
猪头=polar:-1, frequency:1
狼藉=polar:-1, frequency:1
狗熊=polar:-1, frequency:1
狂人=polar:-1, frequency:1
犯人=polar:-1, frequency:1
片断=polar:-1, frequency:1
父辈=polar:1, frequency:1
父老=polar:1, frequency:1
熔炉=polar:1, frequency:1
焕然=polar:1, frequency:1
热力=polar:1, frequency:1
烙印=polar:-1, frequency:1
烈士=polar:1, frequency:1
炸药=polar:-1, frequency:1
灾害=polar:-1, frequency:1
灵性=polar:1, frequency:1
滢=polar:1, frequency:1
滟=polar:1, frequency:1
湎=polar:-1, frequency:1
游击队=polar:-1, frequency:1
清风=polar:1, frequency:1
清泉=polar:1, frequency:1
清官=polar:1, frequency:1
淡妆=polar:1, frequency:1
淑=polar:1, frequency:1
涵养=polar:1, frequency:1
涟漪=polar:1, frequency:1
浪潮=polar:1, frequency:1
浩劫=polar:-1, frequency:1
流言蜚语=polar:-1, frequency:1
活气=polar:1, frequency:1
泼妇=polar:-1, frequency:1
泰=polar:1, frequency:1
波折=polar:-1, frequency:1
法网=polar:1, frequency:1
法盲=polar:-1, frequency:1
法术=polar:-1, frequency:1
法宝=polar:1, frequency:1
法典=polar:1, frequency:1
沉冤=polar:-1, frequency:1
污垢=polar:-1, frequency:1
气韵=polar:1, frequency:1
民心=polar:1, frequency:1
毒贩=polar:-1, frequency:1
毒手=polar:-1, frequency:1
母爱=polar:1, frequency:1
残骸=polar:-1, frequency:1
殊荣=polar:1, frequency:1
死路=polar:-1, frequency:1
死命=polar:-1, frequency:1
死党=polar:-1, frequency:1
正轨=polar:1, frequency:1
正点=polar:1, frequency:1
正气=polar:1, frequency:1
歇斯底里=polar:-1, frequency:1
横肉=polar:-1, frequency:1
模范=polar:1, frequency:1
榜首=polar:1, frequency:1
森森=polar:1, frequency:1
桑梓=polar:1, frequency:1
枭雄=polar:-1, frequency:1
杆子=polar:-1, frequency:1
杂草=polar:-1, frequency:1
杂念=polar:-1, frequency:1
杂事=polar:-1, frequency:1
杀人罪=polar:-1, frequency:1
朽木=polar:-1, frequency:1
机车=polar:-1, frequency:1
机灵鬼=polar:1, frequency:1
末路=polar:-1, frequency:1
木棍=polar:-1, frequency:1
暴风雨=polar:-1, frequency:1
暴风=polar:-1, frequency:1
暴政=polar:-1, frequency:1
暖流=polar:1, frequency:1
智囊=polar:1, frequency:1
景观=polar:1, frequency:1
景致=polar:1, frequency:1
明镜=polar:1, frequency:1
无底洞=polar:-1, frequency:1
方针=polar:1, frequency:1
方正=polar:1, frequency:1
新星=polar:1, frequency:1
新意=polar:1, frequency:1
文饰=polar:1, frequency:1
文治=polar:1, frequency:1
教条=polar:-1, frequency:1
救济=polar:1, frequency:1
救星=polar:1, frequency:1
敌意=polar:-1, frequency:1
操守=polar:1, frequency:1
摇篮=polar:1, frequency:1
接班人=polar:1, frequency:1
拘留所=polar:-1, frequency:1
手艺=polar:1, frequency:1
手腕=polar:-1, frequency:1
战犯=polar:-1, frequency:1
战役=polar:-1, frequency:1
战乱=polar:-1, frequency:1
成见=polar:-1, frequency:1
成效=polar:1, frequency:1
戏剧性=polar:1, frequency:1
慧眼=polar:1, frequency:1
感染力=polar:1, frequency:1
愚民=polar:-1, frequency:1
意气=polar:1, frequency:1
惯犯=polar:-1, frequency:1
惧色=polar:-1, frequency:1
情意=polar:1, frequency:1
情义=polar:1, frequency:1
悬念=polar:-1, frequency:1
悟性=polar:1, frequency:1
恺=polar:1, frequency:1
恶语=polar:-1, frequency:1
恶性肿瘤=polar:-1, frequency:1
恩人=polar:1, frequency:1
恒心=polar:1, frequency:1
急流=polar:-1, frequency:1
怒气=polar:-1, frequency:1
忧闷=polar:-1, frequency:1
忧患=polar:-1, frequency:1
忠骨=polar:1, frequency:1
忠良=polar:1, frequency:1
忠义=polar:1, frequency:1
志愿=polar:1, frequency:1
志向=polar:1, frequency:1
德育=polar:1, frequency:1
循规蹈矩=polar:1, frequency:1
彩灯=polar:1, frequency:1
彩带=polar:1, frequency:1
强权=polar:-1, frequency:1
强手=polar:1, frequency:1
强人=polar:1, frequency:1
弹性=polar:1, frequency:1
弥足珍贵=polar:1, frequency:1
庸医=polar:-1, frequency:1
座上客=polar:1, frequency:1
幽默感=polar:1, frequency:1
幽怨=polar:-1, frequency:1
幸事=polar:1, frequency:1
幌子=polar:-1, frequency:1
市侩=polar:-1, frequency:1
巫术=polar:-1, frequency:1
左右手=polar:1, frequency:1
屠夫=polar:-1, frequency:1
屈辱=polar:-1, frequency:1
居心=polar:-1, frequency:1
小丑=polar:-1, frequency:1
封闭式=polar:-1, frequency:1
密友=polar:1, frequency:1
寄生虫=polar:-1, frequency:1
家丑=polar:-1, frequency:1
宠儿=polar:-1, frequency:1
实质性=polar:1, frequency:1
实诚=polar:1, frequency:1
宝座=polar:1, frequency:1
宝库=polar:1, frequency:1
定心丸=polar:1, frequency:1
安乐=polar:1, frequency:1
孑然=polar:-1, frequency:1
婷=polar:1, frequency:1
婵娟=polar:1, frequency:1
姿色=polar:1, frequency:1
始作俑者=polar:-1, frequency:1
妖言=polar:-1, frequency:1
好话=polar:1, frequency:1
好手=polar:1, frequency:1
好意=polar:1, frequency:1
奸情=polar:-1, frequency:1
奴性=polar:-1, frequency:1
女巫=polar:-1, frequency:1
奖章=polar:1, frequency:1
奖学金=polar:1, frequency:1
契机=polar:1, frequency:1
奇观=polar:1, frequency:1
奇才=polar:1, frequency:1
天造地设=polar:1, frequency:1
天赐=polar:1, frequency:1
天理=polar:1, frequency:1
天分=polar:1, frequency:1
大雅=polar:1, frequency:1
大路=polar:1, frequency:1
大计=polar:1, frequency:1
大手大脚=polar:-1, frequency:1
大户=polar:1, frequency:1
大喜=polar:1, frequency:1
大名=polar:1, frequency:1
外行=polar:-1, frequency:1
基础性=polar:1, frequency:1
垃圾场=polar:-1, frequency:1
坏话=polar:-1, frequency:1
坏蛋=polar:-1, frequency:1
圣徒=polar:1, frequency:1
圣人=polar:1, frequency:1
困境=polar:-1, frequency:1
噱头=polar:1, frequency:1
嘴皮子=polar:-1, frequency:1
喜讯=polar:1, frequency:1
喜事=polar:1, frequency:1
喜乐=polar:1, frequency:1
善心=polar:1, frequency:1
唾沫=polar:-1, frequency:1
周正=polar:1, frequency:1
后盾=polar:1, frequency:1
后来人=polar:-1, frequency:1
名著=polar:1, frequency:1
名菜=polar:1, frequency:1
名气=polar:1, frequency:1
名手=polar:1, frequency:1
名师=polar:1, frequency:1
名句=polar:1, frequency:1
同伙=polar:-1, frequency:1
吉祥物=polar:1, frequency:1
号角=polar:1, frequency:1
可靠性=polar:1, frequency:1
口舌=polar:-1, frequency:1
口臭=polar:-1, frequency:1
叛逆=polar:-1, frequency:1
反动派=polar:-1, frequency:1
厉鬼=polar:-1, frequency:1
博爱=polar:1, frequency:1
勾当=polar:-1, frequency:1
劫难=polar:-1, frequency:1
劣根性=polar:-1, frequency:1
功绩=polar:1, frequency:1
功利=polar:-1, frequency:1
刽子手=polar:-1, frequency:1
判断力=polar:1, frequency:1
创造力=polar:1, frequency:1
创立者=polar:1, frequency:1
分寸=polar:1, frequency:1
凯歌=polar:1, frequency:1
决定性=polar:1, frequency:1
军阀=polar:-1, frequency:1
写意=polar:1, frequency:1
内乱=polar:-1, frequency:1
兵家=polar:1, frequency:1
全能=polar:1, frequency:1
克星=polar:-1, frequency:1
光亮=polar:1, frequency:1
先驱=polar:1, frequency:1
傻事=polar:-1, frequency:1
傲气=polar:-1, frequency:1
傀儡=polar:-1, frequency:1
健美=polar:1, frequency:1
健将=polar:1, frequency:1
假货=polar:-1, frequency:1
倭寇=polar:-1, frequency:1
倩=polar:1, frequency:1
倡议=polar:1, frequency:1
侵略者=polar:-1, frequency:1
侏儒=polar:-1, frequency:1
佶=polar:1, frequency:1
佳节=polar:1, frequency:1
佳品=polar:1, frequency:1
佛法=polar:1, frequency:1
低潮=polar:-1, frequency:1
伪善=polar:-1, frequency:1
传染病=polar:-1, frequency:1
伟业=polar:1, frequency:1
众望=polar:1, frequency:1
伏兵=polar:-1, frequency:1
伎俩=polar:-1, frequency:1
代沟=polar:-1, frequency:1
仁义=polar:1, frequency:1
什锦=polar:-1, frequency:1
人道=polar:1, frequency:1
人梯=polar:1, frequency:1
人头攒动=polar:-1, frequency:1
人味=polar:1, frequency:1
交情=polar:1, frequency:1
乱世=polar:-1, frequency:1
乡情=polar:1, frequency:1
习气=polar:-1, frequency:1
乐事=polar:1, frequency:1
乌云=polar:-1, frequency:1
主观=polar:-1, frequency:1
主旋律=polar:1, frequency:1
丰碑=polar:1, frequency:1
丰润=polar:1, frequency:1
中流砥柱=polar:1, frequency:1
世态炎凉=polar:-1, frequency:1
世仇=polar:-1, frequency:1
丑话=polar:-1, frequency:1
三好=polar:1, frequency:1
万恶=polar:-1, frequency:1
一窝蜂=polar:-1, frequency:1
一气之下=polar:-1, frequency:1
